               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.1033,            0.092748,                   0,             0.15101,             0.27076,            0.075373,            0.016821,             0.12671,             0.12682,                   0,              0.0892,              0.0012,              0.0012
                   1,            0.087228,            0.073886,                   0,            0.052644,              0.6787,            0.048742,            0.013019,             0.13195,             0.53086,                   0,            0.077401,            0.002401,            0.002401
                   2,            0.080406,            0.080024,                   0,            0.022667,             0.49097,            0.016898,           0.0044492,             0.12979,              1.6369,                   0,            0.065499,            0.003499,            0.003499
                   3,            0.075764,            0.079947,                   0,             0.03352,             0.64982,            0.029266,           0.0068831,             0.12226,              1.0111,                   0,            0.053494,           0.0044941,           0.0044941
                   4,            0.069533,            0.070931,                   0,            0.021711,             0.44765,            0.015999,           0.0052337,             0.12206,             0.69691,                   0,            0.041386,           0.0053862,           0.0053862
                   5,            0.069309,            0.082419,                   0,            0.091624,             0.33213,            0.064573,            0.016572,            0.097174,             0.35624,                   0,            0.029175,           0.0061754,           0.0061754
                   6,            0.070108,            0.079676,                   0,            0.076058,             0.58845,            0.069872,            0.020435,             0.10153,             0.45921,                   0,            0.016862,           0.0068616,           0.0068616
                   7,             0.06738,            0.080211,                   0,            0.070074,             0.69696,              0.0654,            0.020143,            0.094093,             0.45011,                   0,            0.007228,            0.007228,            0.007228
                   8,            0.066175,            0.083302,                   0,             0.12662,              0.6065,              0.1375,            0.038066,            0.082345,             0.25484,                   0,            0.007228,            0.007228,            0.007228
                   9,            0.059624,            0.077891,                   0,              0.1616,             0.45487,             0.16971,            0.050564,            0.076937,             0.20015,                   0,            0.006832,            0.006832,            0.006832
                  10,            0.067031,            0.086339,                   0,             0.15478,             0.42599,             0.14813,            0.043644,            0.079791,             0.19129,                   0,            0.006436,            0.006436,            0.006436
                  11,            0.062365,            0.081693,                   0,             0.32175,             0.68953,             0.31961,             0.10775,            0.066104,             0.12433,                   0,             0.00604,             0.00604,             0.00604
                  12,            0.060262,            0.076798,                   0,             0.34887,              0.7679,             0.41867,             0.13964,             0.06484,             0.10731,                   0,            0.005644,            0.005644,            0.005644
                  13,            0.059076,            0.079598,                   0,              0.4937,             0.75451,             0.54475,             0.18409,            0.060213,            0.099641,                   0,            0.005248,            0.005248,            0.005248
                  14,            0.057128,            0.081681,                   0,             0.49851,             0.79668,             0.51138,             0.18632,            0.056561,             0.10344,                   0,            0.004852,            0.004852,            0.004852
                  15,            0.056813,            0.076116,                   0,             0.56563,             0.84838,             0.57577,             0.22121,            0.055995,            0.098954,                   0,            0.004456,            0.004456,            0.004456
                  16,            0.054996,            0.070852,                   0,              0.5762,             0.81971,             0.68645,             0.25477,            0.059998,            0.090129,                   0,             0.00406,             0.00406,             0.00406
                  17,             0.05423,            0.075759,                   0,               0.639,             0.82671,             0.72398,             0.27723,              0.0548,            0.084828,                   0,            0.003664,            0.003664,            0.003664
                  18,            0.053737,            0.073007,                   0,             0.71949,             0.83755,             0.84213,             0.35575,            0.049414,            0.080508,                   0,            0.003268,            0.003268,            0.003268
                  19,            0.051963,            0.071169,                   0,             0.77223,             0.83755,             0.81611,              0.3297,            0.048222,            0.080011,                   0,            0.002872,            0.002872,            0.002872
                  20,            0.051639,            0.076856,                   0,             0.84632,             0.87476,             0.89601,             0.40634,            0.046768,            0.080066,                   0,            0.002476,            0.002476,            0.002476
                  21,            0.050208,            0.075798,                   0,             0.88382,             0.84116,             0.91152,             0.40255,            0.045856,            0.077833,                   0,             0.00208,             0.00208,             0.00208
                  22,            0.048623,            0.070456,                   0,             0.92396,             0.87727,             0.93266,             0.41538,             0.04383,            0.076682,                   0,            0.001684,            0.001684,            0.001684
                  23,            0.047179,             0.06835,                   0,             0.91276,             0.86879,             0.91755,             0.40781,            0.043978,            0.076359,                   0,            0.001288,            0.001288,            0.001288
                  24,            0.047968,            0.069051,                   0,              0.9348,             0.87986,             0.93065,              0.4104,            0.043208,            0.075214,                   0,            0.000892,            0.000892,            0.000892
