               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10774,             0.10298,                   0,               0.027,             0.58484,            0.028671,           0.0069278,             0.11689,            0.077989,                   0,              0.0946,              0.0006,              0.0006
                   1,            0.086602,            0.079327,                   0,             0.05953,             0.38628,            0.041136,           0.0093421,             0.12799,             0.28245,                   0,            0.088249,           0.0012485,           0.0012485
                   2,            0.084186,            0.076472,                   0,            0.030669,             0.41516,            0.023852,           0.0056777,             0.12835,             0.62851,                   0,            0.081842,           0.0018416,           0.0018416
                   3,            0.076928,            0.077178,                   0,            0.043233,             0.60289,            0.038784,            0.010206,             0.12602,             0.61339,                   0,            0.075379,           0.0023792,           0.0023792
                   4,            0.072968,            0.069678,                   0,            0.045455,               0.213,            0.030124,            0.005928,             0.12707,              1.2006,                   0,            0.068861,           0.0028614,           0.0028614
                   5,            0.066582,            0.079919,                   0,            0.035151,             0.68953,            0.035363,           0.0087833,             0.11981,              1.1139,                   0,            0.062288,           0.0032882,           0.0032882
                   6,             0.06371,            0.070843,                   0,            0.069031,              0.4296,             0.04843,            0.014701,             0.12579,             0.36312,                   0,             0.05566,           0.0036595,           0.0036595
                   7,            0.064219,            0.076656,                   0,            0.076171,            0.090253,            0.015656,           0.0036977,             0.14268,             0.12772,                   0,            0.048975,           0.0039754,           0.0039754
                   8,            0.061826,            0.077277,                   0,             0.13816,             0.37184,            0.087206,            0.028911,             0.12556,             0.13755,                   0,            0.042236,           0.0042358,           0.0042358
                   9,            0.059749,            0.072181,                   0,             0.14985,             0.52708,             0.11944,            0.040625,             0.11489,              0.1441,                   0,            0.035441,           0.0044408,           0.0044408
                  10,            0.060492,            0.081019,                   0,             0.15131,             0.61011,             0.13552,            0.039086,             0.10703,             0.16697,                   0,             0.02859,           0.0045904,           0.0045904
                  11,            0.058744,            0.075356,                   0,            0.099244,             0.79422,            0.097126,            0.032291,            0.089156,               0.397,                   0,            0.021685,           0.0046845,           0.0046845
                  12,            0.059021,            0.075185,                   0,              0.1428,             0.74007,             0.14121,            0.041085,            0.084756,             0.28613,                   0,            0.014723,           0.0047232,           0.0047232
                  13,            0.057153,            0.076642,                   0,             0.17894,             0.72563,             0.21059,            0.066888,            0.075779,             0.17934,                   0,           0.0077064,           0.0047064,           0.0047064
                  14,            0.055329,            0.079457,                   0,             0.19726,             0.80996,             0.22648,            0.074933,            0.069887,             0.18294,                   0,            0.004456,            0.004456,            0.004456
                  15,            0.052793,             0.07325,                   0,             0.19501,             0.72563,             0.18407,            0.065426,            0.068343,             0.36259,                   0,            0.004456,            0.004456,            0.004456
                  16,            0.049285,            0.068961,                   0,             0.31815,             0.71119,             0.32954,             0.10641,            0.067122,             0.19714,                   0,             0.00406,             0.00406,             0.00406
                  17,            0.050325,             0.07682,                   0,             0.33791,             0.83394,             0.39591,              0.1318,            0.063509,             0.14717,                   0,            0.003664,            0.003664,            0.003664
                  18,            0.050937,            0.070629,                   0,             0.67538,             0.84477,             0.72573,             0.28936,            0.052854,             0.11443,                   0,            0.003268,            0.003268,            0.003268
                  19,            0.053388,            0.068433,                   0,             0.74485,             0.80866,             0.74986,             0.25855,            0.054746,             0.12218,                   0,            0.002872,            0.002872,            0.002872
                  20,            0.051972,            0.076062,                   0,             0.81878,             0.85199,             0.86104,             0.35779,            0.050217,             0.10911,                   0,            0.002476,            0.002476,            0.002476
                  21,             0.04967,            0.073958,                   0,             0.75832,             0.79061,             0.78601,             0.26709,            0.053316,            0.095268,                   0,             0.00208,             0.00208,             0.00208
                  22,            0.047547,            0.067751,                   0,             0.85628,             0.86643,             0.91376,              0.4037,            0.045905,            0.086539,                   0,            0.001684,            0.001684,            0.001684
                  23,            0.045208,            0.066688,                   0,             0.90029,             0.88008,             0.93583,             0.39778,            0.045682,            0.082101,                   0,            0.001288,            0.001288,            0.001288
                  24,            0.045331,            0.067738,                   0,             0.88653,             0.84618,             0.91583,             0.38274,            0.046388,            0.080478,                   0,            0.000892,            0.000892,            0.000892
