               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11073,            0.084104,                   0,            0.026036,             0.15523,            0.013471,           0.0034448,             0.12028,            0.073727,                   0,              0.0946,              0.0006,              0.0006
                   1,            0.087381,            0.071561,                   0,            0.027446,             0.41877,            0.018955,           0.0039645,             0.13486,             0.23736,                   0,            0.088249,           0.0012485,           0.0012485
                   2,            0.084766,            0.069093,                   0,            0.039255,             0.50181,            0.032067,           0.0068914,             0.13571,             0.63354,                   0,            0.081842,           0.0018416,           0.0018416
                   3,            0.077307,            0.068707,                   0,            0.041105,             0.41516,             0.03384,            0.007582,             0.12711,             0.64258,                   0,            0.075379,           0.0023792,           0.0023792
                   4,            0.071586,            0.061028,                   0,            0.037297,             0.66065,            0.033616,           0.0075993,             0.12586,             0.72534,                   0,            0.068861,           0.0028614,           0.0028614
                   5,            0.071316,            0.070602,                   0,            0.054688,             0.73646,            0.051501,            0.013939,             0.12387,             0.45508,                   0,            0.062288,           0.0032882,           0.0032882
                   6,            0.068051,            0.062976,                   0,            0.040001,             0.77256,            0.049226,            0.014399,             0.12909,              0.9248,                   0,             0.05566,           0.0036595,           0.0036595
                   7,            0.064665,            0.067004,                   0,            0.048934,             0.80866,            0.066648,            0.020156,             0.11639,              1.0446,                   0,            0.048975,           0.0039754,           0.0039754
                   8,            0.066957,            0.066035,                   0,            0.087375,             0.81588,             0.12491,            0.029138,            0.095472,             0.67249,                   0,            0.042236,           0.0042358,           0.0042358
                   9,            0.059415,            0.064121,                   0,             0.10999,             0.72924,             0.14755,            0.045581,            0.090352,             0.50201,                   0,            0.035441,           0.0044408,           0.0044408
                  10,            0.060244,            0.071497,                   0,             0.16885,             0.76173,             0.25276,            0.071652,            0.082627,             0.26276,                   0,             0.02859,           0.0045904,           0.0045904
                  11,             0.05842,            0.067821,                   0,             0.19982,             0.67509,             0.26668,            0.064847,            0.085272,             0.21329,                   0,            0.021685,           0.0046845,           0.0046845
                  12,            0.062462,            0.065791,                   0,             0.16219,             0.66787,             0.15564,            0.047899,            0.082272,             0.21454,                   0,            0.014723,           0.0047232,           0.0047232
                  13,            0.058246,            0.069118,                   0,             0.23467,             0.65343,             0.25181,            0.076421,            0.074109,             0.15576,                   0,           0.0077064,           0.0047064,           0.0047064
                  14,            0.056276,            0.070852,                   0,             0.30794,             0.74007,             0.34865,             0.12349,            0.068505,             0.14914,                   0,            0.004456,            0.004456,            0.004456
                  15,            0.054638,            0.065505,                   0,             0.40475,             0.75812,             0.45896,             0.13875,            0.070233,             0.12335,                   0,            0.004456,            0.004456,            0.004456
                  16,            0.054968,            0.061072,                   0,             0.47788,             0.58485,             0.48647,             0.16639,            0.068592,             0.11688,                   0,             0.00406,             0.00406,             0.00406
                  17,            0.053295,             0.06827,                   0,             0.47946,              0.6717,             0.58556,             0.20703,            0.061572,            0.089355,                   0,            0.003664,            0.003664,            0.003664
                  18,             0.05265,            0.062953,                   0,             0.54987,             0.68953,             0.61746,             0.21592,            0.063708,            0.080622,                   0,            0.003268,            0.003268,            0.003268
                  19,            0.054471,            0.060839,                   0,             0.59483,             0.69675,             0.68692,             0.25287,            0.061956,            0.079361,                   0,            0.002872,            0.002872,            0.002872
                  20,            0.050238,            0.066443,                   0,             0.63517,             0.71025,             0.69351,             0.20639,            0.059798,            0.078217,                   0,            0.002476,            0.002476,            0.002476
                  21,            0.050607,            0.064683,                   0,             0.85152,             0.84882,             0.88724,             0.33633,            0.051503,            0.072945,                   0,             0.00208,             0.00208,             0.00208
                  22,            0.048981,            0.059475,                   0,              0.7999,              0.8659,             0.88621,              0.3863,            0.051258,            0.070019,                   0,            0.001684,            0.001684,            0.001684
                  23,            0.046394,            0.059194,                   0,             0.86862,             0.88312,             0.91046,             0.37094,             0.05099,            0.066666,                   0,            0.001288,            0.001288,            0.001288
                  24,            0.047517,            0.060114,                   0,             0.91222,              0.8917,             0.91575,             0.39309,            0.049239,            0.065207,                   0,            0.000892,            0.000892,            0.000892
